environment	state_col	state	source	target	diagnostic_pass	beta_hat_full	state_slope	abs_state_slope	n_cells_state
external_lung	cell_type	natural killer cell	EGR1	DNM1	0	0.0287825118749389	-0.0018306230769945214	0.0018306230769945214	919
external_lung	cell_type	club cell	EGR1	DNM1	0	0.0287825118749389	-0.005800222906340579	0.005800222906340579	898
external_lung	cell_type	capillary endothelial cell	EGR1	DNM1	0	0.0287825118749389	-0.005750096138907113	0.005750096138907113	872
external_lung	cell_type	endothelial cell	EGR1	DNM1	0	0.0287825118749389	-0.004551345239967798	0.004551345239967798	816
external_lung	cell_type	pulmonary alveolar type 2 cell	EGR1	DNM1	0	0.0287825118749389	-0.000390358752676038	0.000390358752676038	760
external_lung	cell_type	fibroblast	EGR1	DNM1	0	0.0287825118749389	0.008646653685186698	0.008646653685186698	533
external_lung	cell_type	lung multiciliated epithelial cell	EGR1	DNM1	0	0.0287825118749389	-0.016838528865150134	0.016838528865150134	527
external_lung	cell_type	pericyte	EGR1	DNM1	0	0.0287825118749389	0.0012573844275582124	0.0012573844275582124	518
external_lung	cell_type	natural killer cell	EGR1	MMP14	0	0.0200681497818701	-0.0013579460506621933	0.0013579460506621933	919
external_lung	cell_type	club cell	EGR1	MMP14	0	0.0200681497818701	0.0001350902461778866	0.0001350902461778866	898
external_lung	cell_type	capillary endothelial cell	EGR1	MMP14	0	0.0200681497818701	-0.005000676464376955	0.005000676464376955	872
external_lung	cell_type	endothelial cell	EGR1	MMP14	0	0.0200681497818701	0.004652296374739894	0.004652296374739894	816
external_lung	cell_type	pulmonary alveolar type 2 cell	EGR1	MMP14	0	0.0200681497818701	0.009093767861232983	0.009093767861232983	760
external_lung	cell_type	fibroblast	EGR1	MMP14	0	0.0200681497818701	-0.058000346309607896	0.058000346309607896	533
external_lung	cell_type	lung multiciliated epithelial cell	EGR1	MMP14	0	0.0200681497818701	0.01782472755645657	0.01782472755645657	527
external_lung	cell_type	pericyte	EGR1	MMP14	0	0.0200681497818701	-0.011366616184595654	0.011366616184595654	518
external_lung	cell_type	natural killer cell	EGR1	SYN2	1	0.0038893750954346	-0.0016139649460438325	0.0016139649460438325	919
external_lung	cell_type	club cell	EGR1	SYN2	1	0.0038893750954346	-5.830106332977697e-05	5.830106332977697e-05	898
external_lung	cell_type	capillary endothelial cell	EGR1	SYN2	1	0.0038893750954346	-0.025736071941500627	0.025736071941500627	872
external_lung	cell_type	endothelial cell	EGR1	SYN2	1	0.0038893750954346	-0.003731687738388441	0.003731687738388441	816
external_lung	cell_type	pulmonary alveolar type 2 cell	EGR1	SYN2	1	0.0038893750954346	0.0003186930232480574	0.0003186930232480574	760
external_lung	cell_type	fibroblast	EGR1	SYN2	1	0.0038893750954346	-0.005435385119533123	0.005435385119533123	533
external_lung	cell_type	lung multiciliated epithelial cell	EGR1	SYN2	1	0.0038893750954346	-0.003246635040192635	0.003246635040192635	527
external_lung	cell_type	pericyte	EGR1	SYN2	1	0.0038893750954346	0.0014331177576876364	0.0014331177576876364	518
external_lung	cell_type	natural killer cell	EGR1	ZFPM1	0	-0.0162140511706164	-0.046055207921322595	0.046055207921322595	919
external_lung	cell_type	club cell	EGR1	ZFPM1	0	-0.0162140511706164	0.016546913544974316	0.016546913544974316	898
external_lung	cell_type	capillary endothelial cell	EGR1	ZFPM1	0	-0.0162140511706164	0.004346505092687259	0.004346505092687259	872
external_lung	cell_type	endothelial cell	EGR1	ZFPM1	0	-0.0162140511706164	0.002856646232852257	0.002856646232852257	816
external_lung	cell_type	pulmonary alveolar type 2 cell	EGR1	ZFPM1	0	-0.0162140511706164	0.008920010194873488	0.008920010194873488	760
external_lung	cell_type	fibroblast	EGR1	ZFPM1	0	-0.0162140511706164	-0.00382079290197441	0.00382079290197441	533
external_lung	cell_type	lung multiciliated epithelial cell	EGR1	ZFPM1	0	-0.0162140511706164	0.006907060128768005	0.006907060128768005	527
external_lung	cell_type	pericyte	EGR1	ZFPM1	0	-0.0162140511706164	-0.005224783568064292	0.005224783568064292	518
external_lung	cell_type	natural killer cell	ESR1	SMOX	1	0.0315932811631253	-0.001190857942529506	0.001190857942529506	919
external_lung	cell_type	club cell	ESR1	SMOX	1	0.0315932811631253	0.1961787567220468	0.1961787567220468	898
external_lung	cell_type	capillary endothelial cell	ESR1	SMOX	1	0.0315932811631253	-0.024087477159031697	0.024087477159031697	872
external_lung	cell_type	endothelial cell	ESR1	SMOX	1	0.0315932811631253	0.031992270297209344	0.031992270297209344	816
external_lung	cell_type	pulmonary alveolar type 2 cell	ESR1	SMOX	1	0.0315932811631253	-0.01177466519046529	0.01177466519046529	760
external_lung	cell_type	fibroblast	ESR1	SMOX	1	0.0315932811631253	-0.009500760818494266	0.009500760818494266	533
external_lung	cell_type	lung multiciliated epithelial cell	ESR1	SMOX	1	0.0315932811631253	-0.00878173478179622	0.00878173478179622	527
external_lung	cell_type	pericyte	ESR1	SMOX	1	0.0315932811631253	-0.006234650740753741	0.006234650740753741	518
external_lung	cell_type	natural killer cell	ETS1	PRL	0	-0.0007627829457862	0.0015691195951400702	0.0015691195951400702	919
external_lung	cell_type	club cell	ETS1	PRL	0	-0.0007627829457862	0.0	0.0	898
external_lung	cell_type	capillary endothelial cell	ETS1	PRL	0	-0.0007627829457862	-0.000976061005918653	0.000976061005918653	872
external_lung	cell_type	endothelial cell	ETS1	PRL	0	-0.0007627829457862	0.0	0.0	816
external_lung	cell_type	pulmonary alveolar type 2 cell	ETS1	PRL	0	-0.0007627829457862	0.0	0.0	760
external_lung	cell_type	fibroblast	ETS1	PRL	0	-0.0007627829457862	-0.013893703130965001	0.013893703130965001	533
external_lung	cell_type	lung multiciliated epithelial cell	ETS1	PRL	0	-0.0007627829457862	0.0	0.0	527
external_lung	cell_type	pericyte	ETS1	PRL	0	-0.0007627829457862	0.0	0.0	518
external_lung	cell_type	natural killer cell	ETS1	ST3GAL1	0	0.241958977573052	0.11521653549157858	0.11521653549157858	919
external_lung	cell_type	club cell	ETS1	ST3GAL1	0	0.241958977573052	0.05921981475454994	0.05921981475454994	898
external_lung	cell_type	capillary endothelial cell	ETS1	ST3GAL1	0	0.241958977573052	0.035142217350895975	0.035142217350895975	872
external_lung	cell_type	endothelial cell	ETS1	ST3GAL1	0	0.241958977573052	0.07678771127119997	0.07678771127119997	816
external_lung	cell_type	pulmonary alveolar type 2 cell	ETS1	ST3GAL1	0	0.241958977573052	-0.026853404500579076	0.026853404500579076	760
external_lung	cell_type	fibroblast	ETS1	ST3GAL1	0	0.241958977573052	0.16369768611340976	0.16369768611340976	533
external_lung	cell_type	lung multiciliated epithelial cell	ETS1	ST3GAL1	0	0.241958977573052	0.0856221440954707	0.0856221440954707	527
external_lung	cell_type	pericyte	ETS1	ST3GAL1	0	0.241958977573052	0.16811257750610709	0.16811257750610709	518
external_lung	cell_type	natural killer cell	ETV4	CCND2	0	0.1510143188048724	1.0689871067217451	1.0689871067217451	919
external_lung	cell_type	club cell	ETV4	CCND2	0	0.1510143188048724	0.16328575879733434	0.16328575879733434	898
external_lung	cell_type	capillary endothelial cell	ETV4	CCND2	0	0.1510143188048724	-0.04034835012036628	0.04034835012036628	872
external_lung	cell_type	endothelial cell	ETV4	CCND2	0	0.1510143188048724	-0.03805577147841214	0.03805577147841214	816
external_lung	cell_type	pulmonary alveolar type 2 cell	ETV4	CCND2	0	0.1510143188048724	0.17327499992742176	0.17327499992742176	760
external_lung	cell_type	fibroblast	ETV4	CCND2	0	0.1510143188048724	-0.08602103072147659	0.08602103072147659	533
external_lung	cell_type	pericyte	ETV4	CCND2	0	0.1510143188048724	-0.16786477024308769	0.16786477024308769	518
external_lung	cell_type	natural killer cell	EZH2	ADAMTS1	0	0.0021991817036712	0.011694147047978021	0.011694147047978021	919
external_lung	cell_type	club cell	EZH2	ADAMTS1	0	0.0021991817036712	0.02657669460957561	0.02657669460957561	898
external_lung	cell_type	capillary endothelial cell	EZH2	ADAMTS1	0	0.0021991817036712	0.054046791121013946	0.054046791121013946	872
external_lung	cell_type	endothelial cell	EZH2	ADAMTS1	0	0.0021991817036712	0.19294019434917337	0.19294019434917337	816
external_lung	cell_type	pulmonary alveolar type 2 cell	EZH2	ADAMTS1	0	0.0021991817036712	0.060802479593941576	0.060802479593941576	760
external_lung	cell_type	fibroblast	EZH2	ADAMTS1	0	0.0021991817036712	0.178596415117379	0.178596415117379	533
external_lung	cell_type	lung multiciliated epithelial cell	EZH2	ADAMTS1	0	0.0021991817036712	0.02751458675870999	0.02751458675870999	527
external_lung	cell_type	pericyte	EZH2	ADAMTS1	0	0.0021991817036712	-0.13118023198080137	0.13118023198080137	518
external_lung	cell_type	natural killer cell	EZH2	RPLP0	0	0.0242308484352182	0.02204022242862326	0.02204022242862326	919
external_lung	cell_type	club cell	EZH2	RPLP0	0	0.0242308484352182	0.009165226245579215	0.009165226245579215	898
external_lung	cell_type	capillary endothelial cell	EZH2	RPLP0	0	0.0242308484352182	0.003627058012199957	0.003627058012199957	872
external_lung	cell_type	endothelial cell	EZH2	RPLP0	0	0.0242308484352182	0.02798951517605543	0.02798951517605543	816
external_lung	cell_type	pulmonary alveolar type 2 cell	EZH2	RPLP0	0	0.0242308484352182	0.012021371670242252	0.012021371670242252	760
external_lung	cell_type	fibroblast	EZH2	RPLP0	0	0.0242308484352182	-0.0032165674270978302	0.0032165674270978302	533
external_lung	cell_type	lung multiciliated epithelial cell	EZH2	RPLP0	0	0.0242308484352182	-0.13140034132281792	0.13140034132281792	527
external_lung	cell_type	pericyte	EZH2	RPLP0	0	0.0242308484352182	0.10903345517295879	0.10903345517295879	518
external_lung	cell_type	natural killer cell	FOS	CEP112	1	0.0324527192567474	-0.0004689773415868422	0.0004689773415868422	919
external_lung	cell_type	club cell	FOS	CEP112	1	0.0324527192567474	0.0023378707993741235	0.0023378707993741235	898
external_lung	cell_type	capillary endothelial cell	FOS	CEP112	1	0.0324527192567474	0.014283404217419408	0.014283404217419408	872
external_lung	cell_type	endothelial cell	FOS	CEP112	1	0.0324527192567474	0.01872742496478115	0.01872742496478115	816
external_lung	cell_type	pulmonary alveolar type 2 cell	FOS	CEP112	1	0.0324527192567474	0.023292022556550385	0.023292022556550385	760
external_lung	cell_type	fibroblast	FOS	CEP112	1	0.0324527192567474	-0.009142501473909223	0.009142501473909223	533
external_lung	cell_type	lung multiciliated epithelial cell	FOS	CEP112	1	0.0324527192567474	0.025132566428676992	0.025132566428676992	527
external_lung	cell_type	pericyte	FOS	CEP112	1	0.0324527192567474	0.023124979693179414	0.023124979693179414	518
external_lung	cell_type	natural killer cell	FOS	PARD3B	0	0.10214889492053	-0.0002910111794648104	0.0002910111794648104	919
external_lung	cell_type	club cell	FOS	PARD3B	0	0.10214889492053	0.0014055363322678595	0.0014055363322678595	898
external_lung	cell_type	capillary endothelial cell	FOS	PARD3B	0	0.10214889492053	-0.002720346049332855	0.002720346049332855	872
external_lung	cell_type	endothelial cell	FOS	PARD3B	0	0.10214889492053	0.0006151964072597061	0.0006151964072597061	816
external_lung	cell_type	pulmonary alveolar type 2 cell	FOS	PARD3B	0	0.10214889492053	0.004935739543153553	0.004935739543153553	760
external_lung	cell_type	fibroblast	FOS	PARD3B	0	0.10214889492053	0.0455536239513463	0.0455536239513463	533
external_lung	cell_type	lung multiciliated epithelial cell	FOS	PARD3B	0	0.10214889492053	-0.006988147410678432	0.006988147410678432	527
external_lung	cell_type	pericyte	FOS	PARD3B	0	0.10214889492053	-0.05067437138061141	0.05067437138061141	518
external_lung	cell_type	natural killer cell	GATA2	FRY	0	0.1196582933428292	0.6407403772550945	0.6407403772550945	919
external_lung	cell_type	club cell	GATA2	FRY	0	0.1196582933428292	-0.5938147805618103	0.5938147805618103	898
external_lung	cell_type	capillary endothelial cell	GATA2	FRY	0	0.1196582933428292	0.03746854651762076	0.03746854651762076	872
external_lung	cell_type	endothelial cell	GATA2	FRY	0	0.1196582933428292	0.04980313697789247	0.04980313697789247	816
external_lung	cell_type	pulmonary alveolar type 2 cell	GATA2	FRY	0	0.1196582933428292	-0.2873749401544771	0.2873749401544771	760
external_lung	cell_type	fibroblast	GATA2	FRY	0	0.1196582933428292	-0.023190476252557907	0.023190476252557907	533
external_lung	cell_type	lung multiciliated epithelial cell	GATA2	FRY	0	0.1196582933428292	0.37921387845867954	0.37921387845867954	527
external_lung	cell_type	natural killer cell	GATA2	NR3C2	1	-0.0881468295816236	-0.0036007530012596182	0.0036007530012596182	919
external_lung	cell_type	club cell	GATA2	NR3C2	1	-0.0881468295816236	0.6702116438526624	0.6702116438526624	898
external_lung	cell_type	capillary endothelial cell	GATA2	NR3C2	1	-0.0881468295816236	0.006272949588170141	0.006272949588170141	872
external_lung	cell_type	endothelial cell	GATA2	NR3C2	1	-0.0881468295816236	0.003882908745930032	0.003882908745930032	816
external_lung	cell_type	pulmonary alveolar type 2 cell	GATA2	NR3C2	1	-0.0881468295816236	-0.1104174560824404	0.1104174560824404	760
external_lung	cell_type	fibroblast	GATA2	NR3C2	1	-0.0881468295816236	0.01608212198634053	0.01608212198634053	533
external_lung	cell_type	lung multiciliated epithelial cell	GATA2	NR3C2	1	-0.0881468295816236	-0.2030567151881877	0.2030567151881877	527
external_lung	cell_type	natural killer cell	GATA3	RBMS1	0	0.1363361345442438	-0.018398841838829692	0.018398841838829692	919
external_lung	cell_type	capillary endothelial cell	GATA3	RBMS1	0	0.1363361345442438	-0.027749044293474207	0.027749044293474207	872
external_lung	cell_type	endothelial cell	GATA3	RBMS1	0	0.1363361345442438	-0.07339095862263596	0.07339095862263596	816
external_lung	cell_type	lung multiciliated epithelial cell	GATA3	RBMS1	0	0.1363361345442438	0.5902460833201293	0.5902460833201293	527
external_lung	cell_type	natural killer cell	HIF1A	ITGB2	0	0.3048203439327198	0.05163855805508284	0.05163855805508284	919
external_lung	cell_type	club cell	HIF1A	ITGB2	0	0.3048203439327198	0.017526650177258428	0.017526650177258428	898
external_lung	cell_type	capillary endothelial cell	HIF1A	ITGB2	0	0.3048203439327198	-0.0028485334305771537	0.0028485334305771537	872
external_lung	cell_type	endothelial cell	HIF1A	ITGB2	0	0.3048203439327198	-0.002202137409076758	0.002202137409076758	816
external_lung	cell_type	pulmonary alveolar type 2 cell	HIF1A	ITGB2	0	0.3048203439327198	0.005046964739638245	0.005046964739638245	760
external_lung	cell_type	fibroblast	HIF1A	ITGB2	0	0.3048203439327198	-0.0017925736683379234	0.0017925736683379234	533
external_lung	cell_type	lung multiciliated epithelial cell	HIF1A	ITGB2	0	0.3048203439327198	-0.015377483137410983	0.015377483137410983	527
external_lung	cell_type	pericyte	HIF1A	ITGB2	0	0.3048203439327198	0.0024340778990981945	0.0024340778990981945	518
external_lung	cell_type	natural killer cell	HIF1A	XXYLT1	0	0.00524615191078	0.008296798995262972	0.008296798995262972	919
external_lung	cell_type	club cell	HIF1A	XXYLT1	0	0.00524615191078	-0.0017549063512191806	0.0017549063512191806	898
external_lung	cell_type	capillary endothelial cell	HIF1A	XXYLT1	0	0.00524615191078	0.024957385603952973	0.024957385603952973	872
external_lung	cell_type	endothelial cell	HIF1A	XXYLT1	0	0.00524615191078	0.011301574830627917	0.011301574830627917	816
external_lung	cell_type	pulmonary alveolar type 2 cell	HIF1A	XXYLT1	0	0.00524615191078	0.017923760354670953	0.017923760354670953	760
external_lung	cell_type	fibroblast	HIF1A	XXYLT1	0	0.00524615191078	0.009067363846420175	0.009067363846420175	533
external_lung	cell_type	lung multiciliated epithelial cell	HIF1A	XXYLT1	0	0.00524615191078	0.037337481473280275	0.037337481473280275	527
external_lung	cell_type	pericyte	HIF1A	XXYLT1	0	0.00524615191078	0.058462174569407464	0.058462174569407464	518
external_lung	cell_type	natural killer cell	HIPK2	NOX1	0	-0.0013566759760265	0.0025282279431897135	0.0025282279431897135	919
external_lung	cell_type	club cell	HIPK2	NOX1	0	-0.0013566759760265	-0.002481635683510359	0.002481635683510359	898
external_lung	cell_type	capillary endothelial cell	HIPK2	NOX1	0	-0.0013566759760265	-0.0010925111633085295	0.0010925111633085295	872
external_lung	cell_type	endothelial cell	HIPK2	NOX1	0	-0.0013566759760265	0.010014285613836068	0.010014285613836068	816
external_lung	cell_type	pulmonary alveolar type 2 cell	HIPK2	NOX1	0	-0.0013566759760265	2.793695786225687e-05	2.793695786225687e-05	760
external_lung	cell_type	fibroblast	HIPK2	NOX1	0	-0.0013566759760265	0.0	0.0	533
external_lung	cell_type	lung multiciliated epithelial cell	HIPK2	NOX1	0	-0.0013566759760265	0.018436655493061435	0.018436655493061435	527
external_lung	cell_type	pericyte	HIPK2	NOX1	0	-0.0013566759760265	0.0	0.0	518
external_lung	cell_type	natural killer cell	HNF4A	ZBTB16	0	-0.1618695197456975	0.6136159802551914	0.6136159802551914	919
external_lung	cell_type	club cell	HNF4A	ZBTB16	0	-0.1618695197456975	0.9268438126949754	0.9268438126949754	898
external_lung	cell_type	capillary endothelial cell	HNF4A	ZBTB16	0	-0.1618695197456975	0.8702458105866513	0.8702458105866513	872
external_lung	cell_type	endothelial cell	HNF4A	ZBTB16	0	-0.1618695197456975	-0.4175665642004578	0.4175665642004578	816
external_lung	cell_type	lung multiciliated epithelial cell	HNF4A	ZBTB16	0	-0.1618695197456975	0.02911484019421989	0.02911484019421989	527
external_lung	cell_type	natural killer cell	JUN	STMN1	1	0.1172279210022007	0.025801004079580372	0.025801004079580372	919
external_lung	cell_type	club cell	JUN	STMN1	1	0.1172279210022007	-0.0044690119790157055	0.0044690119790157055	898
external_lung	cell_type	capillary endothelial cell	JUN	STMN1	1	0.1172279210022007	0.05974531835941355	0.05974531835941355	872
external_lung	cell_type	endothelial cell	JUN	STMN1	1	0.1172279210022007	-0.023299339015473236	0.023299339015473236	816
external_lung	cell_type	pulmonary alveolar type 2 cell	JUN	STMN1	1	0.1172279210022007	0.04364688520143522	0.04364688520143522	760
external_lung	cell_type	fibroblast	JUN	STMN1	1	0.1172279210022007	0.05901533522810596	0.05901533522810596	533
external_lung	cell_type	lung multiciliated epithelial cell	JUN	STMN1	1	0.1172279210022007	0.1009186532943122	0.1009186532943122	527
external_lung	cell_type	pericyte	JUN	STMN1	1	0.1172279210022007	-0.0051714187458942	0.0051714187458942	518
external_lung	cell_type	natural killer cell	JUND	ERBB2	0	0.0235173018322095	0.0015069878521499975	0.0015069878521499975	919
external_lung	cell_type	club cell	JUND	ERBB2	0	0.0235173018322095	0.006292481691883543	0.006292481691883543	898
external_lung	cell_type	capillary endothelial cell	JUND	ERBB2	0	0.0235173018322095	0.003002665372889419	0.003002665372889419	872
external_lung	cell_type	endothelial cell	JUND	ERBB2	0	0.0235173018322095	0.012161759245587881	0.012161759245587881	816
external_lung	cell_type	pulmonary alveolar type 2 cell	JUND	ERBB2	0	0.0235173018322095	0.10866482891862012	0.10866482891862012	760
external_lung	cell_type	fibroblast	JUND	ERBB2	0	0.0235173018322095	0.03473832156766883	0.03473832156766883	533
external_lung	cell_type	lung multiciliated epithelial cell	JUND	ERBB2	0	0.0235173018322095	0.06983471098693353	0.06983471098693353	527
external_lung	cell_type	pericyte	JUND	ERBB2	0	0.0235173018322095	-0.0030110042839195687	0.0030110042839195687	518
external_lung	cell_type	natural killer cell	KAT2B	SMAD4	0	0.0217962584420055	-0.015095767408051236	0.015095767408051236	919
external_lung	cell_type	club cell	KAT2B	SMAD4	0	0.0217962584420055	0.003481080582761115	0.003481080582761115	898
external_lung	cell_type	capillary endothelial cell	KAT2B	SMAD4	0	0.0217962584420055	0.06759568711705259	0.06759568711705259	872
external_lung	cell_type	endothelial cell	KAT2B	SMAD4	0	0.0217962584420055	-0.02343351913587843	0.02343351913587843	816
external_lung	cell_type	pulmonary alveolar type 2 cell	KAT2B	SMAD4	0	0.0217962584420055	-0.08244310058399021	0.08244310058399021	760
external_lung	cell_type	fibroblast	KAT2B	SMAD4	0	0.0217962584420055	0.08074758299357507	0.08074758299357507	533
external_lung	cell_type	lung multiciliated epithelial cell	KAT2B	SMAD4	0	0.0217962584420055	0.034161124972439415	0.034161124972439415	527
external_lung	cell_type	pericyte	KAT2B	SMAD4	0	0.0217962584420055	0.016158417613288963	0.016158417613288963	518
external_lung	cell_type	club cell	LMX1B	COL4A4	0	-0.1283237659982861	0.47274318839869983	0.47274318839869983	898
external_lung	cell_type	capillary endothelial cell	LMX1B	COL4A4	0	-0.1283237659982861	-0.026027412291448573	0.026027412291448573	872
external_lung	cell_type	endothelial cell	LMX1B	COL4A4	0	-0.1283237659982861	-0.020716703296181634	0.020716703296181634	816
external_lung	cell_type	fibroblast	LMX1B	COL4A4	0	-0.1283237659982861	0.25848091917761923	0.25848091917761923	533
external_lung	cell_type	lung multiciliated epithelial cell	LMX1B	COL4A4	0	-0.1283237659982861	-0.008845930789145365	0.008845930789145365	527
external_lung	cell_type	pericyte	LMX1B	COL4A4	0	-0.1283237659982861	0.0	0.0	518
external_lung	cell_type	natural killer cell	MEIS2	IL17RB	0	-0.0243603709603087	-0.0039062091516529856	0.0039062091516529856	919
external_lung	cell_type	club cell	MEIS2	IL17RB	0	-0.0243603709603087	-0.0822486186478515	0.0822486186478515	898
external_lung	cell_type	capillary endothelial cell	MEIS2	IL17RB	0	-0.0243603709603087	0.0020757027779542987	0.0020757027779542987	872
external_lung	cell_type	endothelial cell	MEIS2	IL17RB	0	-0.0243603709603087	-0.0021390621257044713	0.0021390621257044713	816
external_lung	cell_type	pulmonary alveolar type 2 cell	MEIS2	IL17RB	0	-0.0243603709603087	0.02964110106254169	0.02964110106254169	760
external_lung	cell_type	fibroblast	MEIS2	IL17RB	0	-0.0243603709603087	-0.07425140254843789	0.07425140254843789	533
external_lung	cell_type	lung multiciliated epithelial cell	MEIS2	IL17RB	0	-0.0243603709603087	0.004119658733477216	0.004119658733477216	527
external_lung	cell_type	pericyte	MEIS2	IL17RB	0	-0.0243603709603087	-0.004962104212964891	0.004962104212964891	518
external_lung	cell_type	natural killer cell	MEN1	RAD51AP1	0	-0.000887180498367	-0.0022303464227306897	0.0022303464227306897	919
external_lung	cell_type	club cell	MEN1	RAD51AP1	0	-0.000887180498367	0.029838879805610688	0.029838879805610688	898
external_lung	cell_type	capillary endothelial cell	MEN1	RAD51AP1	0	-0.000887180498367	0.009571505478210576	0.009571505478210576	872
external_lung	cell_type	endothelial cell	MEN1	RAD51AP1	0	-0.000887180498367	0.00693771847733708	0.00693771847733708	816
external_lung	cell_type	pulmonary alveolar type 2 cell	MEN1	RAD51AP1	0	-0.000887180498367	0.010365297988276914	0.010365297988276914	760
external_lung	cell_type	fibroblast	MEN1	RAD51AP1	0	-0.000887180498367	-0.0007813605852725004	0.0007813605852725004	533
external_lung	cell_type	lung multiciliated epithelial cell	MEN1	RAD51AP1	0	-0.000887180498367	-0.016262055026457018	0.016262055026457018	527
external_lung	cell_type	pericyte	MEN1	RAD51AP1	0	-0.000887180498367	-0.006632403525254104	0.006632403525254104	518
external_lung	cell_type	natural killer cell	MITF	AFF3	0	-0.2510420854056985	-0.012643725775076269	0.012643725775076269	919
external_lung	cell_type	club cell	MITF	AFF3	0	-0.2510420854056985	-0.0026306414969028183	0.0026306414969028183	898
external_lung	cell_type	capillary endothelial cell	MITF	AFF3	0	-0.2510420854056985	0.08289331308263496	0.08289331308263496	872
external_lung	cell_type	endothelial cell	MITF	AFF3	0	-0.2510420854056985	0.5579598464109009	0.5579598464109009	816
external_lung	cell_type	pulmonary alveolar type 2 cell	MITF	AFF3	0	-0.2510420854056985	-0.15236965011655995	0.15236965011655995	760
external_lung	cell_type	fibroblast	MITF	AFF3	0	-0.2510420854056985	0.022084046452406497	0.022084046452406497	533
external_lung	cell_type	lung multiciliated epithelial cell	MITF	AFF3	0	-0.2510420854056985	0.003556992648012163	0.003556992648012163	527
external_lung	cell_type	pericyte	MITF	AFF3	0	-0.2510420854056985	-0.002053563946001673	0.002053563946001673	518
external_lung	cell_type	natural killer cell	MITF	ARSG	0	0.0234325775433155	-0.3149942825421463	0.3149942825421463	919
external_lung	cell_type	club cell	MITF	ARSG	0	0.0234325775433155	-0.005641801529260483	0.005641801529260483	898
external_lung	cell_type	capillary endothelial cell	MITF	ARSG	0	0.0234325775433155	0.08259617343670984	0.08259617343670984	872
external_lung	cell_type	endothelial cell	MITF	ARSG	0	0.0234325775433155	-0.07696712362272247	0.07696712362272247	816
external_lung	cell_type	pulmonary alveolar type 2 cell	MITF	ARSG	0	0.0234325775433155	0.0013708591469558389	0.0013708591469558389	760
external_lung	cell_type	fibroblast	MITF	ARSG	0	0.0234325775433155	-0.006530068603975769	0.006530068603975769	533
external_lung	cell_type	lung multiciliated epithelial cell	MITF	ARSG	0	0.0234325775433155	0.011612252723782001	0.011612252723782001	527
external_lung	cell_type	pericyte	MITF	ARSG	0	0.0234325775433155	-0.0070137271323760676	0.0070137271323760676	518
external_lung	cell_type	natural killer cell	MITF	TSC22D2	0	0.1861321685398076	1.543709307923155	1.543709307923155	919
external_lung	cell_type	club cell	MITF	TSC22D2	0	0.1861321685398076	0.0017613282572332615	0.0017613282572332615	898
external_lung	cell_type	capillary endothelial cell	MITF	TSC22D2	0	0.1861321685398076	0.028307271752781683	0.028307271752781683	872
external_lung	cell_type	endothelial cell	MITF	TSC22D2	0	0.1861321685398076	0.016970685195009733	0.016970685195009733	816
external_lung	cell_type	pulmonary alveolar type 2 cell	MITF	TSC22D2	0	0.1861321685398076	0.07248191325949697	0.07248191325949697	760
external_lung	cell_type	fibroblast	MITF	TSC22D2	0	0.1861321685398076	0.1001428554872985	0.1001428554872985	533
external_lung	cell_type	lung multiciliated epithelial cell	MITF	TSC22D2	0	0.1861321685398076	0.004192000566828751	0.004192000566828751	527
external_lung	cell_type	pericyte	MITF	TSC22D2	0	0.1861321685398076	0.04047972762231845	0.04047972762231845	518
external_lung	cell_type	natural killer cell	MYB	ANPEP	1	-0.0005746949133599	0.21531232118747087	0.21531232118747087	919
external_lung	cell_type	club cell	MYB	ANPEP	1	-0.0005746949133599	0.10951480035290218	0.10951480035290218	898
external_lung	cell_type	capillary endothelial cell	MYB	ANPEP	1	-0.0005746949133599	-0.0011300486772399863	0.0011300486772399863	872
external_lung	cell_type	pulmonary alveolar type 2 cell	MYB	ANPEP	1	-0.0005746949133599	-0.0014902142426996543	0.0014902142426996543	760
external_lung	cell_type	fibroblast	MYB	ANPEP	1	-0.0005746949133599	-0.05892676342321737	0.05892676342321737	533
external_lung	cell_type	lung multiciliated epithelial cell	MYB	ANPEP	1	-0.0005746949133599	-0.0018458722816330582	0.0018458722816330582	527
external_lung	cell_type	natural killer cell	MYC	CCKBR	0	-0.0009276465335111	0.0	0.0	919
external_lung	cell_type	club cell	MYC	CCKBR	0	-0.0009276465335111	-0.009659245672806512	0.009659245672806512	898
external_lung	cell_type	capillary endothelial cell	MYC	CCKBR	0	-0.0009276465335111	-0.0027065885880737128	0.0027065885880737128	872
external_lung	cell_type	endothelial cell	MYC	CCKBR	0	-0.0009276465335111	0.0	0.0	816
external_lung	cell_type	pulmonary alveolar type 2 cell	MYC	CCKBR	0	-0.0009276465335111	0.0	0.0	760
external_lung	cell_type	fibroblast	MYC	CCKBR	0	-0.0009276465335111	0.0	0.0	533
external_lung	cell_type	lung multiciliated epithelial cell	MYC	CCKBR	0	-0.0009276465335111	-0.0025276797621403358	0.0025276797621403358	527
external_lung	cell_type	pericyte	MYC	CCKBR	0	-0.0009276465335111	0.0	0.0	518
external_lung	cell_type	natural killer cell	MYC	MELTF	1	0.0600201685450164	-0.008472118407792384	0.008472118407792384	919
external_lung	cell_type	club cell	MYC	MELTF	1	0.0600201685450164	0.010798047005184089	0.010798047005184089	898
external_lung	cell_type	capillary endothelial cell	MYC	MELTF	1	0.0600201685450164	-0.0011490483250167374	0.0011490483250167374	872
